MOVEMENTID,ToolingCode,TotalVolume
51379,EPI.LUV.LET,1.00
51381,ELT.EXT.E32,10.00
51383,MAN.CAD.MET,4.00
51386,ARM.CFE.MEC,4.00
51386,EPI.GLB.FT3,2.00
51386,EPI.LUV.NIT,2.00
51386,EPI.LUV.PEL,12.00
51386,EPI.VIS.PRT,4.00
51386,EPI.VIS.VSR,1.00
51387,CON.FIT.FFL,1.00
51390,MAN.RMT.UTR,1.00
51391,MAN.CAD.MET,1.00
51391,MAN.CHA.CHL,7.00
51391,MAN.CHA.BOC,6.00
51391,MAN.CHA.CHF,6.00
51391,MAN.CHA.FTM,2.00
51391,MAN.CHA.GRI,1.00
51391,MAN.CHA.MRT,3.00
51391,MAN.CHA.JSP,1.00
51391,MAN.CHA.PNC,1.00
51391,MAN.CHA.RTC,1.00
51391,MAN.EMM.PQI,1.00
51391,MAN.CHA.LIM,2.00
51391,MAN.CHA.RTG,2.00
51392,MAN.CHA.ESC,1.00
51393,MAN.CHA.CHF,1.00
51394,MAN.CHA.ALC,1.00
51394,MAN.CHA.CHF,1.00
51394,MAN.CHA.BOC,1.00
51394,MAN.CHA.CHL,1.00
51397,MAN.CHA.BOC,10.00
51397,MAN.CAD.MET,3.00
51397,MAN.CHA.CHF,3.00
51397,MAN.CHA.FTM,1.00
51397,MAN.CHA.ESC,1.00
51397,MAN.CHA.GRI,1.00
51397,MAN.CHA.CHL,3.00
51399,MAN.CAD.MET,3.00
51399,MAN.CHA.BOC,22.00
51399,MAN.CHA.ALC,8.00
51399,MAN.CHA.CHF,22.00
51399,MAN.CHA.ESQ,3.00
51399,MAN.CHA.CHL,12.00
51399,MAN.CHA.ESC,1.00
51399,MAN.CHA.CPN,1.00
51399,MAN.CHA.MRT,3.00
51399,MAN.CHA.GRI,2.00
51399,MAN.CHA.FTM,5.00
51399,MAN.CHA.JSP,1.00
51399,MAN.CHA.PNC,3.00
51399,MAN.CHA.TCC,1.00
51399,MAN.EMM.APF,2.00
51399,MAN.CHA.LIM,1.00
51399,MAN.EMM.PQI,2.00
51399,MAN.CHA.RDF,1.00
51399,MAN.CHA.RTC,4.00
51399,MAN.CHA.SRT,1.00
51399,MAN.EMM.NIV,1.00
51404,CON.BRC.SDP,1.00
51405,EPI.VIS.INT,1.00
51406,ELM.EIA.EAR,1.00
51407,CON.FIT.PLT,1.00
51408,CON.RCT.DS1,100.00
51417,EPI.SLD.MCS,1.00
51420,EPI.LUV.PEL,72.00
51429,ARM.BAU.BAU,1.00
51429,ELM.APS.TIG,1.00
51429,ELM.ASD.TTG,1.00
51430,ELM.RCT.125,1.00
51430,ELM.EXT.ETS,1.00
51430,ARM.BAU.BAU,3.00
51431,MAN.CHA.LIM,2.00
51431,MAN.CAD.MET,1.00
51431,MAN.CHA.ESQ,1.00
51431,MAN.CHA.MRT,1.00
51431,MAN.CHA.FTM,1.00
51432,ELM.APS.APS,1.00
51432,ARM.BAU.BAU,2.00
51433,ARM.BAU.BAU,1.00
51434,EPI.ANQ.CVA,1.00
51434,ELM.EXT.ETS,1.00
51434,ARM.CFE.SER,1.00
51434,ARM.BAU.BAU,6.00
51434,EPI.ARN.ARN,1.00
51434,ELM.RCT.125,1.00
51434,ELM.RCT.RBL,1.00
51434,ELM.RCT.230,1.00
51434,ELT.APS.MIG,1.00
51435,MAN.CAD.MET,1.00
51435,MAN.EMM.PQI,1.00
51436,ELM.BRB.BAT,1.00
51436,ELM.RCT.125,1.00
51436,ARM.BAU.BAU,1.00
51436,ELT.ASD.MMG,1.00
51436,ELT.APS.MIG,1.00
51437,ELM.BRB.FER,1.00
51437,ARM.BAU.BAU,6.00
51437,ELM.EXT.ETS,1.00
51437,ELM.ASD.MMG,3.00
51437,ELT.APS.MIG,1.00
51437,MAN.CHA.JC3,1.00
51438,MAN.CHA.MRT,1.00
51438,MAN.CHA.BOC,1.00
51438,MAN.CHA.CHL,1.00
51438,MAN.CHA.ESC,1.00
51439,ARM.BAU.BAU,1.00
51440,CON.FIT.PLT,5.00
51441,ELT.ASD.MMG,1.00
51441,ARM.BAU.BAU,1.00
51441,ELM.EXT.ETS,1.00
51441,ELT.APS.MIG,2.00
51442,EPI.ARN.ARN,2.00
51442,ELM.EXT.ETS,4.00
51442,ARM.BAU.BAU,6.00
51442,EPI.ANQ.CVA,2.00
51442,ARM.MAL.MBA,3.00
51442,ELM.APS.TIG,1.00
51442,ELM.RCT.125,2.00
51443,ARM.BAU.BAU,3.00
51443,ELM.ASD.TTG,1.00
51444,ELM.RCT.125,1.00
51445,ELM.RCT.125,1.00
51446,ELM.APR.API,2.00
51446,EPI.ANQ.CVA,4.00
51446,ELM.APS.TIG,1.00
51446,ARM.CFE.MEC,2.00
51446,ELM.BRB.CMB,1.00
51446,MAN.CNT.PL1,2.00
51446,ELM.RCT.125,4.00
51446,ELM.BRB.BAT,1.00
51446,ELM.EXT.ETS,4.00
51446,ELM.ILU.PRJ,1.00
51446,EPI.ARN.ARN,4.00
51446,ELM.RCT.230,1.00
51446,ELM.RCT.RBL,1.00
51446,MAN.CNT.PL3,2.00
51447,MAN.CHA.ALC,1.00
51447,MAN.CHA.CHF,2.00
51447,MAN.CAD.MET,1.00
51447,MAN.CHA.BOC,1.00
51447,MAN.CHA.CDN,1.00
51447,MAN.CHA.CHL,1.00
51447,MAN.EMM.PQI,1.00
51447,MAN.CHA.TCC,1.00
51447,MAN.CHA.MRT,2.00
51447,MAN.CHA.RTC,1.00
51448,ARM.BAU.BAU,2.00
51448,ARM.MAL.MBA,2.00
51449,ELM.APS.APS,2.00
51449,ARM.CFE.MEC,2.00
51449,ARM.BAU.BAU,4.00
51449,ELM.BRB.ANG,1.00
51449,ELM.APS.TIG,1.00
51449,ELM.APR.API,2.00
51449,ELM.RCT.125,6.00
51449,ELM.BRB.BAT,2.00
51449,ELM.CHI.CEE,2.00
51449,ELM.BRB.FER,1.00
51449,MAN.CHA.JC2,1.00
51449,ELM.CRT.SEC,1.00
51449,MAN.APS.AAS,2.00
51449,ELM.EXT.ETS,3.00
51449,MAN.EMM.BMC,2.00
51449,EPI.ANQ.CVA,2.00
51449,MAN.SUP.GMP,4.00
51449,ELM.RCT.RBL,2.00
51449,EPI.ARN.ARN,3.00
51449,MAN.CHA.JC3,1.00
51449,MAN.ELC.P75,1.00
51449,MAN.EMM.CPC,1.00
51450,ELM.EXT.ETS,1.00
51450,ARM.CFE.TUB,1.00
51450,ARM.BAU.BAU,1.00
51450,ELM.BRB.BAT,1.00
51450,MAN.EMM.NIV,1.00
51450,ELM.CHI.CEE,1.00
51450,ARM.MAL.MBA,1.00
51450,ELM.RCT.180,1.00
51450,MAN.TRA.GRS,1.00
51450,ELM.RCT.RBL,1.00
51450,ELM.RCT.125,1.00
51450,EPI.ARN.ARN,1.00
51451,ARM.BAU.BAU,1.00
51451,ELM.APR.API,1.00
51451,ELM.BRB.BAT,1.00
51451,ELM.RCT.230,1.00
51452,ELM.EXT.ETS,1.00
51453,MAN.CHP.JCP,2.00
51453,MAN.CHP.BOC,44.00
51453,MAN.CIP.CI1,45.00
51453,MAN.CHP.LUN,40.00
51453,MAN.CIP.CI2,2.00
51454,CON.MDG.GRF,4.00
51454,EPI.AUD.ABF,2.00
51455,ARM.MAL.MBA,1.00
51459,ELT.ASD.MMG,1.00
51460,GAS.OXI.MNG,2.00
51460,CON.SLD.VDP,20.00
51460,CON.SLD.VDT,128.00
51460,GAS.MAN.OXG,1.00
51460,GAS.MAN.ACT,1.00
51463,ARM.CFE.SER,7.00
51463,ARM.CTT.CTF,1.00
51463,ARM.MAL.MBA,2.00
51463,ARM.CFE.MEC,12.00
51463,ELM.COM.COM,1.00
51463,ELM.APR.API,5.00
51463,ELM.BRB.FER,1.00
51463,ELM.APS.PAD,1.00
51463,ELT.APS.MIG,1.00
51463,ELM.EXT.ETS,30.00
51463,ELM.CHI.CEE,9.00
51463,ELM.BRB.BAT,2.00
51463,ELT.ASD.ALA,1.00
51463,ELM.ILU.PBT,2.00
51463,ELM.RCT.125,4.00
51463,ELM.ILU.PRJ,1.00
51463,ELT.CHI.C16,4.00
51463,ELT.ASD.EXA,6.00
51463,ELM.RCT.180,1.00
51463,ELM.MOM.ESM,1.00
51463,EPI.ANQ.CVA,18.00
51463,ELT.EXT.E32,14.00
51463,EPI.ANQ.RTR,4.00
51463,HID.BMB.SIM,1.00
51463,GAS.MAN.ACT,2.00
51463,HID.CIL.FUR,1.00
51463,EPI.ARN.ARN,15.00
51463,HID.CIL.GFA,1.00
51463,GAS.OXI.MNG,2.00
51463,MAN.BQU.BLQ,1.00
51463,GAS.MAN.MAR,1.00
51463,MAN.CHA.RPP,1.00
51463,MAN.CHA.MRT,6.00
51463,MAN.CHA.JC3,2.00
51463,GAS.MAN.OXG,5.00
51463,MAN.CHP.LUN,6.00
51463,MAN.CNT.PL1,40.00
51463,MAN.CHP.BOC,6.00
51463,HID.CIL.CHS,1.00
51463,MAN.CNT.PL2,36.00
51463,MAN.CNT.PL4,2.00
51463,MAN.CNT.PL3,12.00
51463,MAN.CHA.PSL,1.00
51463,MAN.TRA.PPL,1.00
51463,MAN.SUP.GMP,6.00
51463,MAN.ELC.P75,7.00
51463,MAN.CIP.IL2,15.00
51463,PNE.MNG.ARC,13.00
51463,MAN.ELC.D05,5.00
51463,MAN.ELC.D10,7.00
51463,MAN.ELC.D15,5.00
51463,MAN.ELC.P15,1.00
51463,MAN.OXI.MOC,4.00
51466,ARM.CFE.SER,1.00
51466,ARM.BAU.BAU,3.00
51466,CON.RCT.DL1,10.00
51466,ELM.RCT.230,2.00
51466,ARM.MAL.MBA,1.00
51466,CON.LIM.ESC,4.00
51466,CON.RCT.DS1,125.00
51466,ELT.CHI.C63,1.00
51466,CON.ASD.MAP,3.00
51466,CON.LIM.PLP,1.00
51466,CON.RCT.DS3,25.00
51466,ELT.EXT.E32,4.00
51466,CON.QMC.DBL,1.00
51466,CON.LIM.SAC,5.00
51466,CON.SLD.AC2,5.10
51466,EPI.LUV.PEL,12.00
51466,ELM.APS.APS,1.00
51466,CON.MDG.GRF,2.00
51466,ELM.APR.API,1.00
51466,EPI.SLD.MCS,1.00
51466,ELM.CHI.CEE,3.00
51466,CON.PIN.TPI,1.00
51466,ELM.EXT.ETS,8.00
51466,EPI.VIS.VSR,2.00
51466,ELM.EXT.CEE,3.00
51466,CON.SLD.VDP,2.00
51466,ELM.MDG.DAG,1.00
51466,MAN.CHA.AGL,1.00
51466,MAN.APS.AAS,5.00
51466,ELM.ASD.MMG,2.00
51466,ELM.RCT.RBL,2.00
51466,MAN.CHA.AJ1,1.00
51466,MAN.CHA.ALC,1.00
51466,ELM.EIA.EAR,1.00
51466,ELT.CHI.C32,1.00
51466,MAN.MNL.112,4.00
51466,MAN.CHA.ESC,1.00
51466,ELM.RCT.125,4.00
51466,EPI.LUV.SOL,2.00
51466,ELT.APS.MIG,1.00
51466,MAN.CNT.PL1,2.00
51466,ELT.QEL.PIM,1.00
51466,GAS.MAN.DEB,1.00
51466,EPI.AUD.TMP,25.00
51466,MAN.CNT.PL4,4.00
51466,EPI.GLB.CAP,3.00
51466,GAS.MAN.MAR,1.00
51466,MAN.CAD.MET,4.00
51466,MAN.EAC.ESC,1.00
51466,MAN.CHA.MRT,1.00
51466,MAN.EMM.REG,1.00
51466,MAN.CIP.CI2,2.00
51466,MAN.RES.BAL,1.00
51466,SEG.CAI.ETT,1.00
51467,ELM.ILU.PRJ,10.00
51467,MAN.ELC.P75,3.00
51467,MAN.ELC.P15,1.00
51469,ARM.CTT.CTF,1.00
51471,MAN.CNT.R10,2.00
51471,EPI.LUV.PEL,1.00
51473,ELT.PLS.PLA,1.00
51475,PNE.MNG.ARC,1.00
51475,MAN.APS.AAS,1.00
51475,CON.PLS.ACP,2.00
51475,ELT.PLS.PLA,1.00
51475,ELM.PLS.TPL,1.00
51475,ELT.PLS.TPL,1.00
51476,EPI.GLB.CAP,10.00
51477,EPI.GLB.CAP,1.00
51477,EPI.VIS.PRT,1.00
51477,EPI.AUD.TMP,1.00
51478,EPI.LUV.PEL,72.00
51480,EPI.VIS.PRT,6.00
51480,EPI.AUD.TMP,6.00
51480,ARM.CFE.MEC,3.00
51480,ELM.APR.API,2.00
51480,MAN.CIP.JI2,1.00
51480,EPI.GLB.COL,5.00
51480,EPI.VIS.VSR,2.00
51480,EPI.GLB.FT3,3.00
51480,EPI.LUV.PEL,12.00
51480,MAN.CHA.JC3,2.00
51480,MAN.CIP.JI3,1.00
51483,ARM.BAU.BAU,13.00
51483,ELM.RCT.230,2.00
51483,ARM.CFE.SER,1.00
51483,ARM.CFE.MEC,3.00
51483,ARM.MAL.MBA,1.00
51483,EPI.ANQ.CVA,3.00
51483,ARM.CFE.TUB,3.00
51483,ELM.APR.API,3.00
51483,ELM.ASD.MMG,2.00
51483,MAN.CHA.AJ1,2.00
51483,ELM.APS.APS,2.00
51483,ELM.BRB.BAT,2.00
51483,ELM.ASD.TTG,1.00
51483,MAN.CHA.LIM,3.00
51483,ELM.APS.TIG,2.00
51483,ELM.EXT.ETS,7.00
51483,ELM.RCT.125,5.00
51483,ELM.ILU.PRJ,4.00
51483,ELM.CHI.CEE,3.00
51483,ELM.RCT.RBL,5.00
51483,MAN.OXI.MOC,3.00
51483,ELM.SAQ.PAQ,1.00
51483,MAN.CHA.ALC,2.00
51483,EPI.ARN.ARN,1.00
51483,MAN.CHA.BOC,3.00
51483,MAN.CHA.CHL,1.00
51483,MAN.CHA.ESC,2.00
51483,MAN.CHA.JSP,1.00
51483,MAN.CHA.JSM,1.00
51483,MAN.CHA.RTC,1.00
51483,MAN.CHA.MRT,1.00
51483,MAN.ELC.D10,2.00
51484,ARM.BAU.BAU,1.00
51484,ARM.CFE.TUB,2.00
51484,ELM.EXT.ETS,1.00
51484,ELM.CHI.CEE,1.00
51484,ARM.MAL.MBA,1.00
51484,CON.ASD.MAP,2.00
51484,EPI.ANQ.CVA,3.00
51484,EPI.ARN.ARN,3.00
51484,ELM.APS.TIG,2.00
51484,ELM.ASD.TTG,2.00
51484,MAN.CHA.AJ1,1.00
51484,GAS.MAN.MAR,1.00
51484,ELM.RCT.125,1.00
51484,MAN.APS.AAS,2.00
51484,MAN.MTB.MVT,1.00
51484,MAN.CHA.ESC,1.00
51484,MAN.CHA.MRT,1.00
51485,MAN.CHA.ESC,6.00
51485,MAN.CHA.CHF,12.00
51486,MAN.CHA.ESQ,1.00
51486,MAN.CHA.ALC,1.00
51486,MAN.CAD.MET,1.00
51486,MAN.CHA.FTM,2.00
51486,MAN.CHA.LIM,1.00
51486,MAN.CHA.BOC,3.00
51486,MAN.CHA.CHL,3.00
51487,MAN.EMM.MTH,11.00
51492,ELM.CRT.SSB,2.00
51495,ELM.EIA.EAR,1.00
51495,ELM.ASD.EST,3.00
51499,CON.RCT.DL1,140.00
51499,CON.ASD.MAP,6.00
51499,EPI.LUV.PEL,48.00
51499,CON.PIN.TPI,5.00
51499,CON.RCT.DS1,235.00
51499,ELM.APS.TIG,2.00
51499,GAS.MAN.DEB,3.00
51499,ELM.ASD.TTG,3.00
51499,GAS.MAN.MAR,3.00
51499,ELT.ASD.EXA,1.00
51499,MAN.LIM.BOR,4.00
51499,ELM.RCT.125,10.00
51499,EPI.SLD.MCA,1.00
51499,ELT.APS.TIG,1.00
51499,MAN.APS.AAS,3.00
51499,EPI.AUD.TMP,5.00
51499,MAN.CHA.FTM,10.00
51500,MAN.CHA.ALF,4.00
51500,CON.LIX.ESF,20.00
51505,MAN.CIP.JI2,1.00
51505,MAN.CIP.JI3,2.00
51506,CON.FIT.SER,23.00
51509,ELM.APR.API,6.00
51511,EPI.GLB.CAP,1.00
51511,EPI.LUV.LET,24.00
51511,EPI.VIS.PRT,1.00
51512,ELM.TRQ.CHA,1.00
51512,HID.BMB.SIM,1.00
51513,EPI.LUV.PEL,24.00
51516,EPI.LUV.PEL,24.00
51516,EPI.LUV.LET,36.00
51517,EPI.GLB.FCH,4.00
51517,EPI.LUV.BRL,4.00
51531,PNE.MNG.ARC,5.00
51532,ELM.COM.COM,1.00
51535,ARM.MAL.MBA,1.00
51536,ELM.ILU.PRJ,7.00
51536,ELM.EXT.ETS,10.00
51536,CON.SLD.TGS,10.00
51536,ELM.ILU.PBT,1.00
51540,ARM.CFE.MEC,2.00
51540,ARM.MAL.MBA,2.00
51540,ARM.BAU.BAU,2.00
51540,ARM.CFE.INS,1.00
51540,CON.LIM.ESC,4.00
51540,CON.LIX.ESH,25.00
51540,CON.LIM.PIA,4.00
51540,CON.BRC.CBH,1.00
51540,CON.LIM.ESP,4.00
51540,CON.LIX.FLI,25.00
51540,CON.QMC.LMP,6.00
51540,CON.LIX.LMR,20.00
51540,CON.LIX.CRT,5.00
51540,CON.QMC.DBL,6.00
51540,CON.QMC.LUB,1.00
51540,CON.RCT.DL1,16.00
51540,CON.LIX.ESF,20.00
51540,ELM.BRB.PDR,1.00
51540,ELM.RCT.125,2.00
51540,CON.RCT.DS1,25.00
51540,ELM.ILU.PBT,2.00
51540,ELM.CHI.CEE,4.00
51540,EPI.GLB.CAP,10.00
51540,ELM.APR.API,4.00
51540,ELM.ILU.PRJ,2.00
51540,EPI.AUD.TMP,10.00
51540,EPI.VIS.PRT,10.00
51540,ELM.EXT.ETS,8.00
51540,EPI.ANQ.CVA,4.00
51540,EPI.LUV.NIT,2.00
51540,HID.BMB.SIM,2.00
51540,ELM.RCT.RBL,1.00
51540,EPI.LUV.PEL,12.00
51540,HID.CIL.CHP,3.00
51540,MAN.CAD.MET,4.00
51540,EPI.ARN.ARN,4.00
51540,EPI.VIS.VSR,4.00
51540,HID.CIL.CHS,2.00
51540,MAN.CHA.JC2,1.00
51540,EPI.GLB.FT3,20.00
51540,MAN.CHA.JTH,1.00
51540,MAN.CHA.AJ2,1.00
51540,MAN.CIP.CI2,1.00
51540,EPI.LUV.BOR,5.00
51540,MAN.CHP.LUN,3.00
51540,MAN.CHA.DN1,1.00
51540,MAN.CIP.JI2,2.00
51540,HID.CIL.FUR,1.00
51540,MAN.CNT.PL2,8.00
51540,MAN.CHA.MLH,2.00
51540,MAN.CNT.PL1,8.00
51540,MAN.CHA.ALV,1.00
51540,MAN.CNT.RD8,4.00
51540,MAN.CHA.MRM,3.00
51540,MAN.ELC.AFN,5.00
51540,MAN.CHA.JC1,1.00
51540,MAN.EMM.MCR,2.00
51540,MAN.CHP.JCP,2.00
51540,MAN.ELC.D05,1.00
51540,MAN.CHP.BOC,3.00
51540,MAN.ELC.D50,2.00
51540,MAN.ELC.AMN,8.00
51540,MAN.MNL.034,4.00
51540,MAN.CIP.JI3,2.00
51540,MAN.RES.BAL,4.00
51540,MAN.ELC.D10,1.00
51540,MAN.RMT.SRH,1.00
51540,MAN.CNT.PL3,2.00
51540,SEG.CAI.ETT,1.00
51540,MAN.LIM.BOR,4.00
51540,SEG.CSG.CDC,10.00
51540,MAN.ELC.D15,2.00
51540,MAN.RMT.SRA,1.00
51540,MAN.ELC.P15,4.00
51540,MAN.ELC.P30,2.00
51540,MAN.ELC.P75,4.00
51540,MAN.EMM.MCE,2.00
51540,MAN.RES.TAB,4.00
51543,ARM.MAL.MBA,6.00
51545,ARM.MAL.MBA,1.00
51546,MAN.RES.BAL,16.00
51547,MAN.CHA.ULP,4.00
51549,ARM.CTT.CTF,1.00
51550,MAN.CIP.CI1,7.00
51551,ELM.RCT.RBL,2.00
51551,ELT.EXT.E32,5.00
51551,ELT.ASD.ALA,2.00
51551,ELT.APS.ARC,2.00
51551,ELT.ASD.EXA,1.00
51551,PNE.MNG.ARC,4.00
51551,MAN.APS.AAS,2.00
51552,EPI.VIS.PRT,1.00
51553,MAN.CHP.LUP,6.00
51554,CON.LIM.PLP,2.00
51554,CON.FIT.PPL,2.00
51555,MAN.CNT.PL3,4.00
51555,MAN.CNT.PL1,17.00
51555,MAN.CNT.PL2,9.00
51557,ELM.EXT.ETS,1.00
51558,CON.FMD.CLD,1.00
51558,CON.BRC.HSS,1.00
51558,CON.MIG.BTM,15.00
51558,CON.BRC.CBH,1.00
51558,CON.TIG.ACE,4.00
51558,CON.MIG.BCM,4.00
51558,ELM.BRB.FER,1.00
51558,EPI.GLB.FCH,3.00
51558,MAN.ELC.P15,1.00
51559,ARM.CTT.CTA,1.00
51561,CON.FIT.PLT,5.00
51561,CON.LIM.SAC,10.00
51561,CON.LIX.ESF,1.00
51561,CON.FIT.PPL,10.00
51561,CON.PIN.TPI,9.00
51561,EPI.GLB.COL,10.00
51561,MAN.SUP.PPT,2.00
51561,CON.SLD.VDT,20.00
51561,MAN.RES.BAL,2.00
51561,EPI.LUV.BOR,6.00
51561,MAN.TRA.GRD,1.00
51561,MAN.SUP.GMP,3.00
51561,SEG.CAI.ETT,2.00
51562,ARM.MAL.MBA,2.00
51564,MAN.CNT.PL4,1.00
51572,PNE.MNG.ARC,6.00
51576,ELM.EXT.ETS,1.00
51577,MAN.CNT.PL4,1.00
51577,MAN.CNT.R10,2.00
51577,MAN.CNT.PL1,1.00
51578,ELM.EXT.ETS,1.00
51579,EPI.RSP.FP2,40.00
51580,ARM.CFE.MEC,1.00
51580,EPI.LUV.NIT,12.00
51581,ELM.TRQ.CHA,1.00
51582,EPI.LUV.PEL,12.00
51582,EPI.LUV.LTX,100.00
51586,ARM.CTT.CTF,1.00
51586,ARM.CTT.CTA,1.00
51587,MAN.CNT.P10,4.00
51587,MAN.ELC.CRR,2.00
51587,MAN.MNL.002,4.00
51588,ELM.APR.API,6.00
51589,ELT.QEL.PIM,3.00
51593,EPI.LUV.PEL,12.00
51593,MAN.SUP.PPT,3.00
51593,EPI.LUV.LAC,12.00
51593,EPI.VIS.PRT,4.00
51594,CON.MIG.BTM,5.00
51594,CON.MIG.BCM,3.00
51595,EPI.AUD.TMP,200.00
51596,ELM.EXT.ETS,7.00
51596,ELM.APS.APS,2.00
51596,ARM.MAL.MBA,2.00
51596,ARM.CFE.MEC,1.00
51596,ELM.ILU.PBT,1.00
51596,ELT.EXT.ETS,3.00
51596,ELM.APR.API,5.00
51596,ELM.ILU.PRJ,7.00
51596,ELM.RCT.230,2.00
51596,MAN.CHA.MRM,2.00
51596,ELM.RCT.125,6.00
51596,ELT.ASD.ALA,1.00
51596,ELT.ASD.EXA,4.00
51596,MAN.CNT.PL1,6.00
51596,ELT.APS.ARC,1.00
51596,MAN.CHA.ROQ,3.00
51596,MAN.APS.AAS,4.00
51596,MAN.CIP.IL3,3.00
51596,MAN.CIP.CI3,9.00
51596,MAN.CNT.PL2,1.00
51596,MAN.ELC.D10,1.00
51596,MAN.ELC.P75,3.00
51596,MAN.ELC.D15,1.00
51596,MAN.ELC.P15,5.00
51597,CON.OXI.ISQ,1.00
51598,ELM.RCT.125,1.00
51599,ELM.APR.API,1.00
51600,ELM.RCT.230,1.00
51600,ELM.BRB.BAT,1.00
51600,ELM.RCT.125,1.00
51600,MAN.CNT.PL2,3.00
51601,ELM.EXT.ETS,1.00
51601,ELM.RCT.125,1.00
51602,ELM.EXT.ETS,2.00
51603,ELM.ELC.GUI,1.00
51604,ELM.BRB.PDR,1.00
51604,MAN.EMM.CPC,1.00
51605,MAN.CHA.MRM,4.00
51605,ELM.APR.API,1.00
51605,CON.LIX.CRT,10.00
51605,MAN.CHP.BOC,8.00
51605,MAN.CHP.LUN,8.00
51607,ELM.APR.API,1.00
51608,MAN.CHA.CNH,4.00
51612,MAN.CHA.JC3,1.00
51612,ELM.APR.API,3.00
51612,ELM.APS.APS,1.00
51612,ARM.MAL.MBA,1.00
51612,MAN.MNL.012,4.00
51612,ELM.RCT.125,1.00
51612,EPI.ANQ.CVA,2.00
51612,ELM.RCT.230,1.00
51612,MAN.MNL.034,4.00
51612,EPI.ARN.ARN,2.00
51612,MAN.CHA.AGL,4.00
51612,MAN.CNT.PL2,3.00
51612,SEG.LDV.LDV,1.00
51612,MAN.CAD.MET,1.00
51612,MAN.CHA.MRM,4.00
51612,MAN.ELC.AMN,5.00
51612,MAN.CNT.PL1,3.00
51612,MAN.CNT.PL3,3.00
51612,PNE.APR.API,2.00
51612,MAN.ELC.D05,2.00
51612,MAN.ELC.P15,2.00
51612,MAN.ELC.P75,3.00
51612,SEG.MNG.AMG,10.00
51614,ARM.CFE.MEC,1.00
51614,CON.FMC.FXL,1.00
51614,ARM.CFE.SER,1.00
51614,EPI.AUD.TMP,12.00
51614,EPI.SLD.MCS,1.00
51614,ELM.APR.API,1.00
51614,CON.SLD.VDP,3.00
51614,EPI.LUV.LTX,100.00
51614,MAN.CNT.PL2,2.00
51614,ELM.EXT.ETS,2.00
51614,ELM.APS.APS,1.00
51614,MAN.ELC.D10,1.00
51614,ELM.RCT.125,1.00
51614,ELM.RCT.230,1.00
51614,ELT.EXT.ETS,1.00
51614,EPI.GLB.FT3,10.00
51614,EPI.VIS.PRT,12.00
51614,EPI.LUV.PEL,24.00
51614,MAN.CHA.AGL,2.00
51614,MAN.APS.AAS,2.00
51614,MAN.CNT.PL1,2.00
51614,MAN.CHA.JC3,1.00
51614,MAN.CIP.JI3,1.00
51614,MAN.ELC.P75,2.00
51614,MAN.MNL.012,2.00
51615,CON.PIN.TPI,3.00
51615,CON.LIM.TRP,5.00
51615,CON.QMC.CRT,25.00
51615,EPI.LUV.PEL,12.00
51615,EPI.GLB.CAP,1.00
51620,EPI.ANQ.CVA,1.00
51620,EPI.ARN.ARN,1.00
51621,ELM.EXT.ETS,2.00
51621,MAN.CNT.PL2,4.00
51622,CON.OXI.ISQ,1.00
51622,EPI.GLB.FCH,6.00
51623,MAN.ELC.AMN,2.00
51624,ELM.BRB.PDR,1.00
51625,ELM.BRB.PDR,1.00
51625,CON.BRC.SDM,2.00
51627,ELT.APS.TIG,1.00
51627,CON.MIG.BTM,20.00
51628,ELM.RCT.180,1.00
51629,ELM.ASD.TTG,1.00
51630,CON.TIG.ACE,3.00
51630,CON.SLD.TGS,2.00
51630,CON.ASD.MAP,2.00
51630,GAS.MAN.MAR,1.00
51630,GAS.MAN.DEB,1.00
51632,MAN.CNT.PL2,2.00
51633,ARM.CFE.SER,1.00
51634,ELM.BRB.PDR,1.00
51636,ELM.MAP.MAF,1.00
51636,CON.SLD.VRC,5.00
51637,CON.SLD.AC2,40.80
51637,CON.RCT.DS3,114.00
51637,EPI.LUV.PEL,84.00
51637,CON.SLD.CAR,750.00
51637,EPI.GLB.BTN,4.00
51637,EPI.VIS.PRT,24.00
51637,EPI.GLB.CAP,10.00
51637,EPI.LUV.NIT,48.00
51637,EPI.GLB.FQM,5.00
51637,EPI.VIS.SBP,12.00
51638,MAN.CNT.PL2,4.00
51638,CON.FRC.WDL,2.00
51638,MAN.ELC.P75,2.00
51638,CON.LIM.PLP,6.00
51638,CON.PIN.TPI,4.00
51638,ELM.BRB.PDR,1.00
51638,SEG.CAI.ETT,1.00
51639,ELM.RCT.125,1.00
51640,MAN.CHA.AGL,3.00
51641,ELT.APS.TIG,1.00
51642,MAN.CIP.CI2,17.00
51642,MAN.CHA.CRD,9.00
51644,EPI.GLB.FGN,1.00
51645,MAN.CHA.DEF,1.00
51646,CON.CBT.BRS,1.00
51646,CON.CBT.TLD,2.00
51646,EPI.GLB.FCH,13.00
51650,CON.BRC.CBH,1.00
51650,CON.LIM.TRP,10.00
51650,ARM.CFE.SER,2.00
51650,ARM.BAU.BAU,2.00
51650,CON.CBT.ENC,2.00
51650,CON.LIX.ESF,1.00
51650,ARM.CFE.TUB,1.00
51650,ARM.MAL.MBA,1.00
51650,CON.FMC.FXL,4.00
51650,CON.MIG.BTM,10.00
51650,CON.ASD.MAP,6.00
51650,CON.FIT.PPL,8.00
51650,CON.RCT.DL1,50.00
51650,CON.QMC.DEC,2.00
51650,CON.CBT.BRS,1.00
