ID,Tool
26835,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão) - Perdido Contentor 27"
53956,Retificadora diam. 230 mm
13833,Caixa de ferramenta Serralheiro
5572,Chicote CEE - Schuko Triplo - Perdido Contentor 30
24291,Toldo de 40 a 60m2
22511,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
12543,Mangueira de Ar
7476,Chicote 63 Amp. 5 Pinos - 32 Amp. 4 Pinos
4705,Rebolo (Retificadora direta)
25839,Mangueira de Ar (branca)
31881,Caixa de Ferramenta Mecânico
10345,"Jogo de Chaves de Caixa 1/2"" com roquete"
10347,"Jogo de Chaves de Caixa 3/4"" com roquete"
4031,"Aparafusadora de impacto 3/4"""
8579,"Cinta Plana 2 Ton 1,5 Metros"
15461,Retificadora diam. 125 mm (sistema homem morto)
8383,"Manilha de 5/8""_Não picado obra_230081_1/7/2023"
13994,Extensão Tripla 220V
10333,Extensão 32 Amp. 4 Pinos
9081,"Aparafusadora de Impacto a bateria 1/2"""
7485,Chicote 32 Amp. 5 Pinos - 32 Amp. 4 Pinos
2365,Aparelho de soldar
4229,Extensão 16 Amp. 5 Pinos
36472,"Aparafusadora de impacto a bateria 1"""
7045,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
13158,Purgador e lubrificador de ar
5226,Chicote 63 Amp. 4 Pinos - 63 Amp. 5 Pinos
114325,Contentor de Lixo
8937,"Aparafusadora de Impacto a bateria 3/4"""
52223,"Jogo de Chaves de Caixa 1/2"" com roquete Métrico e Polegadas"
6148,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
4612,Chicote CEE - Schuko Simples
14608,Mangueira de Ar
9095,Retificadora a bateria diam. 125 mm - Perdido Contentor 30
11768,Maçarico de corte (Lança de corte)
10425,Chicote 32 Amp. 4 Pinos - 16 Amp. 4 Pinos
23484,Chave de Estrelas Philips PH3 150x275 (grandes)
30685,Extensão de 24 Volt
30680,Extensão de 24 Volt
30682,Extensão de 24 Volt
30683,Extensão de 24 Volt
30684,Extensão de 24 Volt
31330,Cinta Plana 8 Ton 10 Metros
8173,Arnês de Segurança
22487,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
87704,Conjunto Chave Pancada Luneta em Polegadas
4954,Chicote 63 Amp. 4 Pinos - 32 Amp. 4 Pinos
5663,Berbequim de ferro
9353,Bomba Hidráulica 700 bar
9875,Arnês de Segurança
23416,Tocha de plasma (Lincoln)
23415,Máquina de corte a plasma
17555,Extintor Pó-Químico ABC
23161,Diferencial de 1 Ton
52352,Desandador manual machos N3
27784,Fresa WELDON HSS 26x30mm
24689,"Manilhas de 1+1/2"""
30501,Terminal de Olhal M3 Azul
5527,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
6014,Extensão Tripla 220V
8445,Chicote CEE - Schuko Triplo
23071,"Chave de caixa sextavada 3/4"" 41 mm"
34747,Cinta Plana 2 Ton 2 Metros
15821,"Jogo de Chaves de Caixa 1"" com roquete"
5100,Diferencial de 1 Ton
6777,Diferencial de 1 Ton
10318,Aparelho de Soldar
6258,Arnês de Segurança
34072,Extensão 32 Amp. 4 Pinos
6229,Antiqueda com chicote em V com amortecedor/absorvedor
8675,Diferencial de 1 Ton
22501,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)"
9503,Extensão Tripla 220V
11665,Extensão Tripla 220V
9047,Retificadora diam. 125 mm
20245,"Aparafusadora de impacto a bateria 1/2"""
8857,Mangueira de Oxicorte
9996,Antiqueda com chicote em V com amortecedor/absorvedor - Perdido CT30
8855,Mangueira de Oxicorte
16117,Antiqueda com chicote em V com amortecedor/absorvedor
31755,"Aparafusadora de impacto a bateria 1/2"""
4318,Retificadora a bateria diam. 125 mm
27975,Extensão Tripla 220V
23808,Baú de Arrumação
50498,Mangueira de Oxicorte
31322,Cinta Plana 8 Ton 10 Metros
5110,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)"
13507,Aparelho de soldar TIG (com vrd)
